,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Like
24,0.528,0.942,3,-2.825,0,0.0512,8.26e-05,0.0,0.344,0.421,110.058,audio_features,1Ka4sX789wNftDGgjCO2h7,spotify:track:1Ka4sX789wNftDGgjCO2h7,https://api.spotify.com/v1/tracks/1Ka4sX789wNftDGgjCO2h7,https://api.spotify.com/v1/audio-analysis/1Ka4sX789wNftDGgjCO2h7,188920,4,0
25,0.32,0.909,7,-4.612,1,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,audio_features,79M3Eq1q61lkeQJ1OCVEdZ,spotify:track:79M3Eq1q61lkeQJ1OCVEdZ,https://api.spotify.com/v1/tracks/79M3Eq1q61lkeQJ1OCVEdZ,https://api.spotify.com/v1/audio-analysis/79M3Eq1q61lkeQJ1OCVEdZ,238653,3,0
26,0.531,0.979,11,-4.686,0,0.0663,7.66e-06,0.0196,0.0944,0.472,110.023,audio_features,1X34xjRBPeBVm2UNqL4KXO,spotify:track:1X34xjRBPeBVm2UNqL4KXO,https://api.spotify.com/v1/tracks/1X34xjRBPeBVm2UNqL4KXO,https://api.spotify.com/v1/audio-analysis/1X34xjRBPeBVm2UNqL4KXO,220413,4,0
27,0.407,0.876,8,-4.145,1,0.0529,0.000254,0.00265,0.215,0.521,116.335,audio_features,575JT8zeoX23vlgvcUU8pB,spotify:track:575JT8zeoX23vlgvcUU8pB,https://api.spotify.com/v1/tracks/575JT8zeoX23vlgvcUU8pB,https://api.spotify.com/v1/audio-analysis/575JT8zeoX23vlgvcUU8pB,218933,3,0
28,0.453,0.945,9,-6.925,0,0.0975,0.000363,0.323,0.108,0.215,134.949,audio_features,3jo1u5KsNTqW07fhlr1jCf,spotify:track:3jo1u5KsNTqW07fhlr1jCf,https://api.spotify.com/v1/tracks/3jo1u5KsNTqW07fhlr1jCf,https://api.spotify.com/v1/audio-analysis/3jo1u5KsNTqW07fhlr1jCf,512025,4,0
29,0.323,0.979,10,-2.82,1,0.128,0.0016,0.00192,0.349,0.294,178.126,audio_features,7yniOnkRyjMmFXleGkG1ON,spotify:track:7yniOnkRyjMmFXleGkG1ON,https://api.spotify.com/v1/tracks/7yniOnkRyjMmFXleGkG1ON,https://api.spotify.com/v1/audio-analysis/7yniOnkRyjMmFXleGkG1ON,233587,4,0
30,0.462,0.972,7,-2.642,0,0.138,0.00285,0.0,0.666,0.449,128.092,audio_features,03jdl5GTBhKsgB1Yw8mVPh,spotify:track:03jdl5GTBhKsgB1Yw8mVPh,https://api.spotify.com/v1/tracks/03jdl5GTBhKsgB1Yw8mVPh,https://api.spotify.com/v1/audio-analysis/03jdl5GTBhKsgB1Yw8mVPh,213576,4,0
31,0.165,0.919,5,-5.321,1,0.143,0.00113,0.0,0.395,0.306,83.382,audio_features,144VTMTXicEwTOJQPcrpAF,spotify:track:144VTMTXicEwTOJQPcrpAF,https://api.spotify.com/v1/tracks/144VTMTXicEwTOJQPcrpAF,https://api.spotify.com/v1/audio-analysis/144VTMTXicEwTOJQPcrpAF,257093,3,0
32,0.436,0.969,1,-2.329,0,0.0794,3.21e-05,0.0,0.252,0.561,75.002,audio_features,6hY0dwpV9V8pVOwcUY1pw0,spotify:track:6hY0dwpV9V8pVOwcUY1pw0,https://api.spotify.com/v1/tracks/6hY0dwpV9V8pVOwcUY1pw0,https://api.spotify.com/v1/audio-analysis/6hY0dwpV9V8pVOwcUY1pw0,215872,4,0
33,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013,audio_features,77tR4iQgyQTAnhhuPik3ZP,spotify:track:77tR4iQgyQTAnhhuPik3ZP,https://api.spotify.com/v1/tracks/77tR4iQgyQTAnhhuPik3ZP,https://api.spotify.com/v1/audio-analysis/77tR4iQgyQTAnhhuPik3ZP,199950,4,0
34,0.448,0.84,1,-3.938,0,0.0361,0.0012,0.0,0.0883,0.235,157.985,audio_features,60OKW0mZiPFHVpHl3eHueg,spotify:track:60OKW0mZiPFHVpHl3eHueg,https://api.spotify.com/v1/tracks/60OKW0mZiPFHVpHl3eHueg,https://api.spotify.com/v1/audio-analysis/60OKW0mZiPFHVpHl3eHueg,215840,4,0
35,0.498,0.946,2,-4.638,1,0.0527,2.14e-05,0.00159,0.239,0.0874,129.979,audio_features,05ySHlY8GJJnVofZdHtEJE,spotify:track:05ySHlY8GJJnVofZdHtEJE,https://api.spotify.com/v1/tracks/05ySHlY8GJJnVofZdHtEJE,https://api.spotify.com/v1/audio-analysis/05ySHlY8GJJnVofZdHtEJE,194973,4,0
36,0.417,0.954,11,-4.152,0,0.0627,0.00151,0.0,0.407,0.146,96.993,audio_features,4ORXSxr4tV5H6gH5KHAiAh,spotify:track:4ORXSxr4tV5H6gH5KHAiAh,https://api.spotify.com/v1/tracks/4ORXSxr4tV5H6gH5KHAiAh,https://api.spotify.com/v1/audio-analysis/4ORXSxr4tV5H6gH5KHAiAh,281333,4,0
37,0.572,0.706,3,-6.196,0,0.0326,0.000661,0.0377,0.113,0.595,91.994,audio_features,7jNf4cQOXGYqpsvm1iGsqP,spotify:track:7jNf4cQOXGYqpsvm1iGsqP,https://api.spotify.com/v1/tracks/7jNf4cQOXGYqpsvm1iGsqP,https://api.spotify.com/v1/audio-analysis/7jNf4cQOXGYqpsvm1iGsqP,262733,4,0
38,0.436,0.772,4,-5.81,1,0.0377,0.00556,0.0,0.104,0.229,144.015,audio_features,28urem2KpSOkljclEk8X8G,spotify:track:28urem2KpSOkljclEk8X8G,https://api.spotify.com/v1/tracks/28urem2KpSOkljclEk8X8G,https://api.spotify.com/v1/audio-analysis/28urem2KpSOkljclEk8X8G,277347,4,0
39,0.611,0.981,6,-3.503,1,0.0516,0.000253,0.0155,0.0656,0.522,115.97,audio_features,6LEpnhwG1zFp7rmSgzt9qr,spotify:track:6LEpnhwG1zFp7rmSgzt9qr,https://api.spotify.com/v1/tracks/6LEpnhwG1zFp7rmSgzt9qr,https://api.spotify.com/v1/audio-analysis/6LEpnhwG1zFp7rmSgzt9qr,201427,4,0
40,0.328,0.635,4,-6.772,1,0.0786,0.002,1.84e-05,0.108,0.0484,74.965,audio_features,4j41Du0uMXJrfEY7Xe9CDO,spotify:track:4j41Du0uMXJrfEY7Xe9CDO,https://api.spotify.com/v1/tracks/4j41Du0uMXJrfEY7Xe9CDO,https://api.spotify.com/v1/audio-analysis/4j41Du0uMXJrfEY7Xe9CDO,262689,4,0
41,0.458,0.99,8,-3.717,1,0.183,0.000285,0.000893,0.454,0.46,166.904,audio_features,2NRa4W3rH4e5GKQMN5Qwyr,spotify:track:2NRa4W3rH4e5GKQMN5Qwyr,https://api.spotify.com/v1/tracks/2NRa4W3rH4e5GKQMN5Qwyr,https://api.spotify.com/v1/audio-analysis/2NRa4W3rH4e5GKQMN5Qwyr,211430,4,0
42,0.507,0.99,0,-3.517,0,0.121,2.28e-05,0.0,0.347,0.28,135.053,audio_features,2Q7nzt6BXtuDdroqKOag3D,spotify:track:2Q7nzt6BXtuDdroqKOag3D,https://api.spotify.com/v1/tracks/2Q7nzt6BXtuDdroqKOag3D,https://api.spotify.com/v1/audio-analysis/2Q7nzt6BXtuDdroqKOag3D,213087,4,0
43,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,audio_features,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu,255733,4,0
44,0.539,0.732,11,-6.14,1,0.0265,7.61e-05,0.904,0.109,0.265,100.036,audio_features,2HLaosNtdbGMZ1pmOBwFeS,spotify:track:2HLaosNtdbGMZ1pmOBwFeS,https://api.spotify.com/v1/tracks/2HLaosNtdbGMZ1pmOBwFeS,https://api.spotify.com/v1/audio-analysis/2HLaosNtdbGMZ1pmOBwFeS,216107,4,0
45,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.423,0.322,103.891,audio_features,1znGxpojJSjxZZEWA5zWva,spotify:track:1znGxpojJSjxZZEWA5zWva,https://api.spotify.com/v1/tracks/1znGxpojJSjxZZEWA5zWva,https://api.spotify.com/v1/audio-analysis/1znGxpojJSjxZZEWA5zWva,261813,4,0
46,0.383,0.956,2,-5.39,1,0.293,0.000132,6.84e-05,0.339,0.321,172.057,audio_features,6Z5m5mKYFKdldV6i4rawCX,spotify:track:6Z5m5mKYFKdldV6i4rawCX,https://api.spotify.com/v1/tracks/6Z5m5mKYFKdldV6i4rawCX,https://api.spotify.com/v1/audio-analysis/6Z5m5mKYFKdldV6i4rawCX,182763,4,0
47,0.455,0.942,2,-6.513,1,0.0673,0.000745,0.00152,0.304,0.319,170.22,audio_features,2L6RhTR6qCokZpVIi0Xf4y,spotify:track:2L6RhTR6qCokZpVIi0Xf4y,https://api.spotify.com/v1/tracks/2L6RhTR6qCokZpVIi0Xf4y,https://api.spotify.com/v1/audio-analysis/2L6RhTR6qCokZpVIi0Xf4y,301677,4,0
48,0.554,0.935,9,-3.621,0,0.0396,0.0293,0.0,0.163,0.507,93.03,audio_features,0CLtAB24zCxWFJ9eq1ywh0,spotify:track:0CLtAB24zCxWFJ9eq1ywh0,https://api.spotify.com/v1/tracks/0CLtAB24zCxWFJ9eq1ywh0,https://api.spotify.com/v1/audio-analysis/0CLtAB24zCxWFJ9eq1ywh0,233157,4,0
49,0.517,0.887,10,-7.637,0,0.0732,0.000244,0.00258,0.151,0.531,166.008,audio_features,1hPKSQuvfLlPeIu8xhRyTf,spotify:track:1hPKSQuvfLlPeIu8xhRyTf,https://api.spotify.com/v1/tracks/1hPKSQuvfLlPeIu8xhRyTf,https://api.spotify.com/v1/audio-analysis/1hPKSQuvfLlPeIu8xhRyTf,321162,4,0
50,0.196,0.871,2,-5.889,0,0.0693,0.000311,0.00103,0.0714,0.361,70.124,audio_features,0ia5teQlWFa31i8PBlFIgj,spotify:track:0ia5teQlWFa31i8PBlFIgj,https://api.spotify.com/v1/tracks/0ia5teQlWFa31i8PBlFIgj,https://api.spotify.com/v1/audio-analysis/0ia5teQlWFa31i8PBlFIgj,239907,4,0
51,0.53,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.747,129.983,audio_features,2XgTw2co6xv95TmKpMcL70,spotify:track:2XgTw2co6xv95TmKpMcL70,https://api.spotify.com/v1/tracks/2XgTw2co6xv95TmKpMcL70,https://api.spotify.com/v1/audio-analysis/2XgTw2co6xv95TmKpMcL70,239293,4,0
52,0.212,0.926,7,-3.378,0,0.14,0.000725,4.83e-06,0.081,0.262,162.103,audio_features,1kdiiFGX1Htx0aVZYaDwEJ,spotify:track:1kdiiFGX1Htx0aVZYaDwEJ,https://api.spotify.com/v1/tracks/1kdiiFGX1Htx0aVZYaDwEJ,https://api.spotify.com/v1/audio-analysis/1kdiiFGX1Htx0aVZYaDwEJ,348387,4,0
53,0.287,0.818,1,-1.691,0,0.0384,0.264,2.42e-06,0.12,0.174,153.004,audio_features,1ez4uWPnJwYufNhYTLVsJr,spotify:track:1ez4uWPnJwYufNhYTLVsJr,https://api.spotify.com/v1/tracks/1ez4uWPnJwYufNhYTLVsJr,https://api.spotify.com/v1/audio-analysis/1ez4uWPnJwYufNhYTLVsJr,220267,4,0
54,0.207,0.972,4,-3.21,0,0.186,0.00083,0.0158,0.318,0.364,180.798,audio_features,6y2DHyCYf6azhUfXmnuH6w,spotify:track:6y2DHyCYf6azhUfXmnuH6w,https://api.spotify.com/v1/tracks/6y2DHyCYf6azhUfXmnuH6w,https://api.spotify.com/v1/audio-analysis/6y2DHyCYf6azhUfXmnuH6w,200600,4,0
55,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,audio_features,4wzjNqjKAKDU82e8uMhzmr,spotify:track:4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/tracks/4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/audio-analysis/4wzjNqjKAKDU82e8uMhzmr,192000,4,0
56,0.567,0.987,4,-4.069,1,0.0765,0.000133,2.38e-05,0.371,0.383,107.974,audio_features,44M12pkcMqqdbNNooHCZ6C,spotify:track:44M12pkcMqqdbNNooHCZ6C,https://api.spotify.com/v1/tracks/44M12pkcMqqdbNNooHCZ6C,https://api.spotify.com/v1/audio-analysis/44M12pkcMqqdbNNooHCZ6C,181427,4,0
57,0.295,0.924,5,-3.407,1,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,audio_features,1yYE8EyuIV0rrvQ1bA2Fyf,spotify:track:1yYE8EyuIV0rrvQ1bA2Fyf,https://api.spotify.com/v1/tracks/1yYE8EyuIV0rrvQ1bA2Fyf,https://api.spotify.com/v1/audio-analysis/1yYE8EyuIV0rrvQ1bA2Fyf,239387,4,0
58,0.461,0.892,6,-4.807,0,0.0901,0.00187,1.34e-06,0.0942,0.35,137.35,audio_features,1mU8A0bKStnhYuS043o6Je,spotify:track:1mU8A0bKStnhYuS043o6Je,https://api.spotify.com/v1/tracks/1mU8A0bKStnhYuS043o6Je,https://api.spotify.com/v1/audio-analysis/1mU8A0bKStnhYuS043o6Je,245196,4,0
59,0.29,0.977,0,-3.209,0,0.0846,0.000111,0.0,0.32,0.487,182.241,audio_features,44zQmgpr8TnYChiWHmGyYO,spotify:track:44zQmgpr8TnYChiWHmGyYO,https://api.spotify.com/v1/tracks/44zQmgpr8TnYChiWHmGyYO,https://api.spotify.com/v1/audio-analysis/44zQmgpr8TnYChiWHmGyYO,198107,3,0
60,0.45,0.937,0,-4.471,0,0.0786,1.17e-05,0.714,0.102,0.27,91.011,audio_features,3uJpLFPywddM2hhqgcgzfN,spotify:track:3uJpLFPywddM2hhqgcgzfN,https://api.spotify.com/v1/tracks/3uJpLFPywddM2hhqgcgzfN,https://api.spotify.com/v1/audio-analysis/3uJpLFPywddM2hhqgcgzfN,217507,4,0
61,0.386,0.943,5,-3.033,0,0.185,0.000133,0.0,0.0928,0.402,148.008,audio_features,6RcsAN8XF5KX6mMh6dum8e,spotify:track:6RcsAN8XF5KX6mMh6dum8e,https://api.spotify.com/v1/tracks/6RcsAN8XF5KX6mMh6dum8e,https://api.spotify.com/v1/audio-analysis/6RcsAN8XF5KX6mMh6dum8e,239127,4,0
62,0.399,0.963,2,-3.28,0,0.122,0.000244,5.16e-06,0.279,0.294,148.892,audio_features,0ShUX5LYFHltP8T7PxRhRm,spotify:track:0ShUX5LYFHltP8T7PxRhRm,https://api.spotify.com/v1/tracks/0ShUX5LYFHltP8T7PxRhRm,https://api.spotify.com/v1/audio-analysis/0ShUX5LYFHltP8T7PxRhRm,230091,4,0
63,0.425,0.882,8,-3.71,1,0.0918,0.000673,0.0,0.28,0.399,144.117,audio_features,5tYqrn7cItYhDGDLHt8XuH,spotify:track:5tYqrn7cItYhDGDLHt8XuH,https://api.spotify.com/v1/tracks/5tYqrn7cItYhDGDLHt8XuH,https://api.spotify.com/v1/audio-analysis/5tYqrn7cItYhDGDLHt8XuH,190920,4,0
64,0.641,0.732,5,-7.57,1,0.0795,0.0139,2.61e-06,0.062,0.763,92.057,audio_features,47StfXJOnGLhYfMEWgoTiX,spotify:track:47StfXJOnGLhYfMEWgoTiX,https://api.spotify.com/v1/tracks/47StfXJOnGLhYfMEWgoTiX,https://api.spotify.com/v1/audio-analysis/47StfXJOnGLhYfMEWgoTiX,262107,4,0
65,0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,audio_features,3bq8WiQrEXMwPAibYs7tpu,spotify:track:3bq8WiQrEXMwPAibYs7tpu,https://api.spotify.com/v1/tracks/3bq8WiQrEXMwPAibYs7tpu,https://api.spotify.com/v1/audio-analysis/3bq8WiQrEXMwPAibYs7tpu,197800,4,0
66,0.442,0.892,9,-6.431,0,0.086,0.00267,7.92e-06,0.0758,0.237,151.914,audio_features,5OeY5LebIOzD9Zvat1Dikf,spotify:track:5OeY5LebIOzD9Zvat1Dikf,https://api.spotify.com/v1/tracks/5OeY5LebIOzD9Zvat1Dikf,https://api.spotify.com/v1/audio-analysis/5OeY5LebIOzD9Zvat1Dikf,239451,4,0
67,0.545,0.905,11,-5.001,0,0.0441,0.000348,0.00652,0.263,0.545,146.039,audio_features,2KWc5DKUCdoIMVIgivR1bb,spotify:track:2KWc5DKUCdoIMVIgivR1bb,https://api.spotify.com/v1/tracks/2KWc5DKUCdoIMVIgivR1bb,https://api.spotify.com/v1/audio-analysis/2KWc5DKUCdoIMVIgivR1bb,241773,4,0
68,0.193,0.931,4,-3.918,0,0.15,0.0614,0.0,0.13,0.223,179.935,audio_features,3QzhQ89DjOsDBjf79Fgpew,spotify:track:3QzhQ89DjOsDBjf79Fgpew,https://api.spotify.com/v1/tracks/3QzhQ89DjOsDBjf79Fgpew,https://api.spotify.com/v1/audio-analysis/3QzhQ89DjOsDBjf79Fgpew,334400,3,0
69,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092,audio_features,2OsB5mygafbQxTwznXC0eP,spotify:track:2OsB5mygafbQxTwznXC0eP,https://api.spotify.com/v1/tracks/2OsB5mygafbQxTwznXC0eP,https://api.spotify.com/v1/audio-analysis/2OsB5mygafbQxTwznXC0eP,225040,3,0
70,0.569,0.883,2,-4.41,0,0.0747,8.07e-05,7.74e-05,0.0883,0.373,134.003,audio_features,25GC50HslaaruyrKjdu0lP,spotify:track:25GC50HslaaruyrKjdu0lP,https://api.spotify.com/v1/tracks/25GC50HslaaruyrKjdu0lP,https://api.spotify.com/v1/audio-analysis/25GC50HslaaruyrKjdu0lP,291427,4,0
71,0.303,0.982,1,-2.115,1,0.182,0.000263,0.0,0.326,0.326,107.557,audio_features,0qLMogpL6n41qhzmFJnhfS,spotify:track:0qLMogpL6n41qhzmFJnhfS,https://api.spotify.com/v1/tracks/0qLMogpL6n41qhzmFJnhfS,https://api.spotify.com/v1/audio-analysis/0qLMogpL6n41qhzmFJnhfS,227312,4,0
72,0.467,0.973,5,-3.01,0,0.136,0.00106,0.0,0.358,0.699,160.066,audio_features,7xhWpI6pGOsdH4kfDlOY4o,spotify:track:7xhWpI6pGOsdH4kfDlOY4o,https://api.spotify.com/v1/tracks/7xhWpI6pGOsdH4kfDlOY4o,https://api.spotify.com/v1/audio-analysis/7xhWpI6pGOsdH4kfDlOY4o,212732,4,0
73,0.428,0.977,8,-2.256,1,0.154,0.0001,0.0,0.214,0.279,75.98,audio_features,77aRSy9dTVpG9naxEDd7n6,spotify:track:77aRSy9dTVpG9naxEDd7n6,https://api.spotify.com/v1/tracks/77aRSy9dTVpG9naxEDd7n6,https://api.spotify.com/v1/audio-analysis/77aRSy9dTVpG9naxEDd7n6,205153,4,0
74,0.276,0.814,9,-5.048,0,0.0998,0.000681,0.0,0.107,0.472,144.793,audio_features,07B2bEU1AzIRVmdpYgE2aJ,spotify:track:07B2bEU1AzIRVmdpYgE2aJ,https://api.spotify.com/v1/tracks/07B2bEU1AzIRVmdpYgE2aJ,https://api.spotify.com/v1/audio-analysis/07B2bEU1AzIRVmdpYgE2aJ,193584,4,0
75,0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,audio_features,36QG29bbGuJkxNgzY6o9Mu,spotify:track:36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/tracks/36QG29bbGuJkxNgzY6o9Mu,https://api.spotify.com/v1/audio-analysis/36QG29bbGuJkxNgzY6o9Mu,315453,4,0
76,0.402,0.723,6,-5.26,1,0.0579,0.0663,2e-06,0.233,0.224,160.047,audio_features,2D52zjCyqEIQa221lhw6uk,spotify:track:2D52zjCyqEIQa221lhw6uk,https://api.spotify.com/v1/tracks/2D52zjCyqEIQa221lhw6uk,https://api.spotify.com/v1/audio-analysis/2D52zjCyqEIQa221lhw6uk,326983,4,0
77,0.467,0.942,5,-4.117,1,0.055,2.95e-05,0.000562,0.47,0.223,139.952,audio_features,4TBooIx7uQ0tWyeyt3SqC8,spotify:track:4TBooIx7uQ0tWyeyt3SqC8,https://api.spotify.com/v1/tracks/4TBooIx7uQ0tWyeyt3SqC8,https://api.spotify.com/v1/audio-analysis/4TBooIx7uQ0tWyeyt3SqC8,255693,4,0
78,0.514,0.917,10,-3.612,1,0.0506,5.86e-05,7.04e-05,0.309,0.48,96.026,audio_features,0hDu1i5CzExwSSe0Yq12AO,spotify:track:0hDu1i5CzExwSSe0Yq12AO,https://api.spotify.com/v1/tracks/0hDu1i5CzExwSSe0Yq12AO,https://api.spotify.com/v1/audio-analysis/0hDu1i5CzExwSSe0Yq12AO,192507,4,0
79,0.456,0.579,0,-5.665,1,0.0311,0.0898,2.48e-06,0.0992,0.164,147.28,audio_features,4JtUz0ZcInSokkKBalijhd,spotify:track:4JtUz0ZcInSokkKBalijhd,https://api.spotify.com/v1/tracks/4JtUz0ZcInSokkKBalijhd,https://api.spotify.com/v1/audio-analysis/4JtUz0ZcInSokkKBalijhd,224343,4,0
80,0.403,0.965,6,-2.238,1,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,audio_features,1IT0WQk5J8NsaeII8ktdlZ,spotify:track:1IT0WQk5J8NsaeII8ktdlZ,https://api.spotify.com/v1/tracks/1IT0WQk5J8NsaeII8ktdlZ,https://api.spotify.com/v1/audio-analysis/1IT0WQk5J8NsaeII8ktdlZ,236293,4,0
81,0.373,0.895,10,-5.217,0,0.111,2.79e-05,0.0205,0.338,0.185,99.849,audio_features,04d0mhsVSGVINGKsdCxAai,spotify:track:04d0mhsVSGVINGKsdCxAai,https://api.spotify.com/v1/tracks/04d0mhsVSGVINGKsdCxAai,https://api.spotify.com/v1/audio-analysis/04d0mhsVSGVINGKsdCxAai,302560,4,0
82,0.491,0.925,9,-2.701,1,0.0697,0.00142,0.000112,0.282,0.333,150.046,audio_features,22yRdwQ4OXUlPrLGhF6ebu,spotify:track:22yRdwQ4OXUlPrLGhF6ebu,https://api.spotify.com/v1/tracks/22yRdwQ4OXUlPrLGhF6ebu,https://api.spotify.com/v1/audio-analysis/22yRdwQ4OXUlPrLGhF6ebu,225333,4,0
83,0.464,0.728,11,-5.127,0,0.0372,0.00334,0.0,0.218,0.26,142.145,audio_features,4PX6YOc2ysHxiBqwNNca2F,spotify:track:4PX6YOc2ysHxiBqwNNca2F,https://api.spotify.com/v1/tracks/4PX6YOc2ysHxiBqwNNca2F,https://api.spotify.com/v1/audio-analysis/4PX6YOc2ysHxiBqwNNca2F,249147,4,0
84,0.522,0.996,10,-4.316,0,0.186,0.000116,1.05e-05,0.252,0.138,96.477,audio_features,44RrOIa9ziCFW9YC6ndAUL,spotify:track:44RrOIa9ziCFW9YC6ndAUL,https://api.spotify.com/v1/tracks/44RrOIa9ziCFW9YC6ndAUL,https://api.spotify.com/v1/audio-analysis/44RrOIa9ziCFW9YC6ndAUL,187561,4,0
85,0.413,0.966,1,-3.539,0,0.103,0.000434,0.0,0.16,0.527,177.056,audio_features,0vDBNWI0uXf7dNkiiX2P5z,spotify:track:0vDBNWI0uXf7dNkiiX2P5z,https://api.spotify.com/v1/tracks/0vDBNWI0uXf7dNkiiX2P5z,https://api.spotify.com/v1/audio-analysis/0vDBNWI0uXf7dNkiiX2P5z,191453,3,0
86,0.491,0.92,1,-3.839,0,0.0543,0.00868,0.0,0.142,0.123,107.533,audio_features,6F4qr7YFTEmUzAMbnMlxRB,spotify:track:6F4qr7YFTEmUzAMbnMlxRB,https://api.spotify.com/v1/tracks/6F4qr7YFTEmUzAMbnMlxRB,https://api.spotify.com/v1/audio-analysis/6F4qr7YFTEmUzAMbnMlxRB,228680,4,0
87,0.409,0.783,6,-5.083,0,0.0731,0.000422,0.000354,0.0664,0.313,145.541,audio_features,3pO37BXsjMC2wApALxGbuB,spotify:track:3pO37BXsjMC2wApALxGbuB,https://api.spotify.com/v1/tracks/3pO37BXsjMC2wApALxGbuB,https://api.spotify.com/v1/audio-analysis/3pO37BXsjMC2wApALxGbuB,229867,4,0
88,0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.118,0.378,119.989,audio_features,2UZtI2HUyLRzqBjodvcUmY,spotify:track:2UZtI2HUyLRzqBjodvcUmY,https://api.spotify.com/v1/tracks/2UZtI2HUyLRzqBjodvcUmY,https://api.spotify.com/v1/audio-analysis/2UZtI2HUyLRzqBjodvcUmY,233173,4,0
89,0.501,0.971,6,-3.051,1,0.189,1.94e-05,0.0464,0.23,0.659,143.052,audio_features,7L9GgvMlQ3wcSrDoeGWAej,spotify:track:7L9GgvMlQ3wcSrDoeGWAej,https://api.spotify.com/v1/tracks/7L9GgvMlQ3wcSrDoeGWAej,https://api.spotify.com/v1/audio-analysis/7L9GgvMlQ3wcSrDoeGWAej,231963,4,0
90,0.481,0.818,6,-4.95,1,0.0403,0.00162,0.000371,0.0841,0.098,160.012,audio_features,6h8TvDRaMTRfe2TIG6dqpH,spotify:track:6h8TvDRaMTRfe2TIG6dqpH,https://api.spotify.com/v1/tracks/6h8TvDRaMTRfe2TIG6dqpH,https://api.spotify.com/v1/audio-analysis/6h8TvDRaMTRfe2TIG6dqpH,289177,4,0
91,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,audio_features,0XT70Wk9pP8JZkmJhfntuL,spotify:track:0XT70Wk9pP8JZkmJhfntuL,https://api.spotify.com/v1/tracks/0XT70Wk9pP8JZkmJhfntuL,https://api.spotify.com/v1/audio-analysis/0XT70Wk9pP8JZkmJhfntuL,257347,4,0
92,0.593,0.903,5,-5.537,0,0.0581,0.0113,0.000315,0.0449,0.614,109.858,audio_features,0aYQsp1vZZcX0JBEJvKF7N,spotify:track:0aYQsp1vZZcX0JBEJvKF7N,https://api.spotify.com/v1/tracks/0aYQsp1vZZcX0JBEJvKF7N,https://api.spotify.com/v1/audio-analysis/0aYQsp1vZZcX0JBEJvKF7N,240200,4,0
93,0.437,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.144,0.233,194.073,audio_features,2ZiJidFdQ30nVJEP4u44l3,spotify:track:2ZiJidFdQ30nVJEP4u44l3,https://api.spotify.com/v1/tracks/2ZiJidFdQ30nVJEP4u44l3,https://api.spotify.com/v1/audio-analysis/2ZiJidFdQ30nVJEP4u44l3,240928,4,0
94,0.624,0.916,7,-4.931,0,0.0486,0.000887,0.0,0.0934,0.632,109.968,audio_features,0XNqkN0tn57270qeE5Shcf,spotify:track:0XNqkN0tn57270qeE5Shcf,https://api.spotify.com/v1/tracks/0XNqkN0tn57270qeE5Shcf,https://api.spotify.com/v1/audio-analysis/0XNqkN0tn57270qeE5Shcf,198542,4,0
95,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,audio_features,0hTiTU0yqthnByyZDD3bcc,spotify:track:0hTiTU0yqthnByyZDD3bcc,https://api.spotify.com/v1/tracks/0hTiTU0yqthnByyZDD3bcc,https://api.spotify.com/v1/audio-analysis/0hTiTU0yqthnByyZDD3bcc,263080,3,0
96,0.411,0.805,4,-5.246,0,0.0418,0.00879,2.58e-05,0.0819,0.238,83.479,audio_features,2FlbiceZnWgzPoUGCviLHT,spotify:track:2FlbiceZnWgzPoUGCviLHT,https://api.spotify.com/v1/tracks/2FlbiceZnWgzPoUGCviLHT,https://api.spotify.com/v1/audio-analysis/2FlbiceZnWgzPoUGCviLHT,364907,4,0
